"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Bogue R.","Bogue, Robert (22936667400)","22936667400","Growth in e-commerce boosts innovation in the warehouse robot market","2016","Industrial Robot","43","6","","583","587","119","10.1108/IR-07-2016-0194","https://www.scopus.com/pages/publications/84991771977?origin=resultslist","Purpose - This paper aims to illustrate how the growth in e-commerce has catalysed innovative developments in robots for use in warehouses. Design/methodology/approach - Following a brief introduction to e-commerce and warehouse robots, this first paper discusses Amazon's involvement with robotic technology. It then considers the community of recently founded companies manufacturing warehouse robots, together with details of their products. The paper concludes with a short discussion. Findings - Amazon pioneered the use of robotics in its e-commerce warehouses with Kiva robots. It acquired the company in 2012, renaming it Amazon Robotics, and withdrew the products from open sale, triggering a boom in development activity to fill the gap in the market. Many companies in the USA, Europe and Asia have since been set up to exploit this opportunity and now manufacture robots for use in fulfilment centres around the world. While several products resemble the Kiva robots, others are more sophisticated and feature capabilities such as shelf picking and autonomous navigation. In the longer term, it is anticipated that functions such as product packing will also be conducted by robots, leading to fully automated fulfilment centres. Originality/value - This paper discusses the recent and dramatic upsurge in the development of robots for use in warehouses, particularly those serving the rapidly growing e-commerce sector. © Emerald Group Publishing Limited.","Autonomy; E-commerce; Robots; Warehouses","Industrial robots; Microrobots; Toys; Autonomous navigation; Autonomy; Design/methodology/approach; Development activity; E- commerces; Fully automated; Robotic technologies; Marketplaces","Article","Final","","Scopus","2-s2.0-84991771977"
"Kathawala Y.; Abdou K.; Von Franck C.","Kathawala, Yunus (6701923729); Abdou, Khaled (36914850800); Von Franck, Catharina (6504238675)","6701923729; 36914850800; 6504238675","Supply chain/electronic hubs: A comparative analysis","2002","Benchmarking","9","5","","450","470","14","10.1108/14635770210451460","https://www.scopus.com/pages/publications/0242269871?origin=resultslist","As competition abounds, the efficient organization of a company's supply chain is a vital success factor for companies in today's business world. In recent years, electronic hubs have received great attention, providing buyers and suppliers alike with a means of structuring and streamlining their supply chains in order to create maximum efficiency. Concerning the future of the e-hub environment, online marketplaces are expected to move rapidly toward becoming full service providers, letting e-commerce swallow the entire supply chain. Moreover, distinctions between public and private hubs will likely blur, while only the strongest electronic hubs with the most profitable operations strategies will be able to succeed in the long run. Conducts analysis to the e-hubs supply chain, followed by a comparative analysis of the current situation supported by examples of successful e-hubs. As a consequence, provides a benchmarking basis for organizations wishing to incorporate the know-how and experience of these successful hubs into their own business. Finally, a forecast to future trends in the e-hub market space is conducted along with recommendations.","Electronic commerce; Information technology; Strategy; Supply chain","Electronic commerce; Information technology; Strategic planning; Supply chain; Benchmarking","Article","Final","","Scopus","2-s2.0-0242269871"
"Hake A.; Pujari J.; Lingaraju S V.; Naveen Kumar H.S.","Hake, Ashok (58929981300); Pujari, Jambukeshwar (59729649100); Lingaraju S, V. (59920343700); Naveen Kumar, H.S. (57824648100)","58929981300; 59729649100; 59920343700; 57824648100","Sentiment Analysis-Based Product Review System for Enhanced Recommendations","2025","2025 International Conference on Artificial Intelligence and Data Engineering, AIDE 2025 - Proceedings","","","","618","623","1","10.1109/AIDE64228.2025.10986799","https://www.scopus.com/pages/publications/105006567440?origin=resultslist","The rapid growth of e-commerce has resulted in an overwhelming amount of user-generated content in the form of product reviews. Harnessing these reviews effectively is critical for enhancing recommendation systems. This paper presents a sentiment analysis-based approach that delves into specific product attributes, such as quality, design, price, durability, usability, comfort, value for money, and customer service, to extract actionable insights. By employing natural language processing (NLP) techniques, our system calculates both overall and attribute-specific sentiment scores, which are aggregated into a comprehensive recommendation score. The proposed methodology bridges the gap between unstructured text reviews and structured product recommendations, offering a detailed, attribute-focused perspective to improve user decision-making.  © 2025 IEEE.","attribute-based scoring; e-commerce reviews; natural language processing; product attributes; recommendation systems; Sentiment analysis","Decision making; Electronic money; Marketplaces; Recommender systems; Attribute-based; Attribute-based scoring; E- commerces; E-commerce review; Language processing; Natural language processing; Natural languages; Product attributes; Product reviews; Sentiment analysis; Emotion Recognition","Conference paper","Final","","Scopus","2-s2.0-105006567440"
"Chong B.; Wong M.","Chong, Bessie (7101803552); Wong, Michael (56325558000)","7101803552; 56325558000","Crafting an effective customer retention strategy: a review of halo effect on customer satisfaction in online auctions","2005","International Journal of Management and Enterprise Development","2","1","","12","26","33","10.1504/IJMED.2005.006021","https://www.scopus.com/pages/publications/33746186154?origin=resultslist","Customer satisfaction is an important factor in purchase decisions (Bennett and Robert, 1969). It affects not only one’s next purchase decision, but also one’s recommendation. The feedback of customer satisfaction/dissatisfaction will be spread much faster on the internet as the effect of the click of mouse is larger than word of mouth. Improving customer satisfaction becomes essential in such highly competitive and fast-paced marketplace, but it can be very costly. In this study, the authors intend to examine a set of satisfaction attributes that contributes to customer satisfaction in online auctions. We are interested in knowing how the individual satisfaction attributes contribute to the overall satisfaction and how each individual attribute affects each other. Specifically, we intend to study how the halo effect affects satisfaction evaluation. With limited budget, auction sites, particularly those small regional and specialist auction sites, and small e-business start-ups have no way to invest on every single satisfaction attribute for service improvement. Therefore, they should focus on a particular or a few aspects that can lift up the customer satisfaction the most and have the largest spillover effect on the satisfaction in other attributes. The managerial implication of this study is significant, which helps the internet intermediary to develop the most effective customer retention strategy. © 2005 Inderscience Enterprises Ltd.","customer relationship management (CRM); customer retention; customer satisfaction; e-commerce; e-satisfaction; halo effect; online auction; small and medium enterprises (SMEs)","","Article","Final","","Scopus","2-s2.0-33746186154"
"Wang X.; Wang Z.","Wang, Xiwen (60329804600); Wang, Zhuo (60329104600)","60329804600; 60329104600","Intelligent Optimization and Data-Driven Modeling of Marketing Strategies for Cross-Border E-commerce Platforms","2025","IET Conference Proceedings","2025","25","","376","383","0","10.1049/icp.2025.3080","https://www.scopus.com/pages/publications/105027340260?origin=resultslist","As global cross-border e-commerce continues to expand rapidly, competition within the platform market has intensified, making traditional marketing strategies inadequate for keeping up with the fast-evolving consumer demands and market conditions. Cross-border e-commerce, a key sector in international trade, plays a crucial role in driving economic development, with key functions such as operations, customer service, marketing, and logistics requiring the frequent generation of content like copy, images, and videos. The challenge now is how to leverage advanced intelligent optimization and data-driven models to improve the marketing effectiveness of cross-border e-commerce platforms. This study explores marketing strategies for cross-border e-commerce platforms powered by intelligent optimization and data-driven models, aiming to propose corresponding optimization paths. By utilizing technologies such as big data analytics, machine learning, and artificial intelligence, platforms can more accurately understand consumer needs, create personalized marketing strategies, and implement precise advertising and product recommendations. Additionally, the research delves into the optimization of multi-channel integration and marketing strategies to enhance the platform's market coverage and improve user satisfaction. Through specific case studies, this research demonstrates the implementation and effect evaluation of intelligent marketing strategies, providing practical solutions for marketing optimization. Ultimately, this study offers both a theoretical foundation for intelligent marketing in the cross-border e-commerce sector and a new direction for future research and development in this field. © The Institution of Engineering & Technology 2025.","BIG DATA ANALYSIS; CROSS-BORDER E-COMMERCE; DATA-DRIVEN MODEL; INTELLIGENT OPTIMIZATION; MARKETING STRATEGY","Advanced Analytics; Competition; Electronic commerce; Market Research; Marketplaces; Strategic planning; BIG DATA ANALYSIS; Commerce platforms; Cross-border; CROSS-BORDER E-COMMERCE; Data-driven model; E- commerces; Intelligent data; Intelligent optimization; Marketing strategy; Optimisations; Big data; International trade","Conference paper","Final","","Scopus","2-s2.0-105027340260"
"Goranthala V.P.; Padakanti N.; Akula N.V.C.; Reddy K.S.; Addanki B.C.; Kaliappan S.","Goranthala, Vishnu Prasad (59484688200); Padakanti, Naresh (60497571500); Akula, Naga Venkata Chaitanya (60498208100); Reddy, K.Srivarun (60497412400); Addanki, Bhanu Chand (60497732900); Kaliappan, S. (57189892434)","59484688200; 60497571500; 60498208100; 60497412400; 60497732900; 57189892434","GPU-Accelerated Deep Learning for Enhanced Sentiment Analysis in E-Commerce Product Recommendations","2025","2025 IEEE International Conference on Electronics, Computing and Communication Technologies, CONECCT 2025","","","","","","1","10.1109/CONECCT65861.2025.11306559","https://www.scopus.com/pages/publications/105032667208?origin=resultslist","Businesses in e-commerce use reviews to understand cus- tomer feelings because these reviews highlight areas for improving prod- ucts and being more competitive. This form of text evaluation which NLP excels at, makes it possible to classify textual reviews as positive, negative or neutral and uncover what customers want.A GPU-powered framework for deep learning is proposed to help with faster processing and bet- ter sentiment analysis accuracy of e-commerce product reviews. Parallel computing in Graphics Processing Units (GPUs) allows the framework to handle training and deployment for deep learning models of complex datasets available on Amazon, Flipkart, Facebook and Twitter. The use of the GPU-YOLO Ensembled Classifier is essential in reducing the usual problems of bias and variance that older classifiers have. The use of various models together leads to predictions being highly accurate, with a rate of up to 95.8% which is much more accurate than the other two mod- els i.e., SVM and DT.GPUs help improve the accuracy of deep learning for classification, allowing real-time results in analysing customer opinion making it possible to use in online marketplaces. Based on the results of this study, ecommerce websites can now use customer feedback to determine and develop better products and services. © 2025 IEEE.","DT; GPU-YOLo; Product Reviews; SVM","Classification (of information); Computer graphics; Computer graphics equipment; Deep learning; Electronic commerce; Information management; Learning systems; Program processors; Sales; Sentiment analysis; Social networking (online); DT; E- commerces; Graphic processing unit-YOLo; Graphics processing; Processing units; Product recommendation; Product reviews; Sentiment analysis; SVM; Text evaluation; Graphics processing unit","Conference paper","Final","","Scopus","2-s2.0-105032667208"
"Hartanto S.","Hartanto, Susi (57218948902)","57218948902","Fashion E-Commerce Data Science for MSMEs: A Seller Performance Analysis in the Women’s Apparel Sector","2026","11th International Conference on Digital Arts, Media and Technology and 9th ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunications Engineering, ECTI DAMT and NCON 2026","","","","229","234","0","10.1109/ECTIDAMTNCON67592.2026.11459822","https://www.scopus.com/pages/publications/105037015541?origin=resultslist","This study investigates e-commerce and seller performance insights in women apparel category using a case study, utilizing seller’s data collected from March to September 2024. The research employs a descriptive analysis approach from actual seller data. There are five analyses discussed in this article, including traffic insights, GMV (Gross Merchandise Value) insights, customer demographics, product demographics, ratings and reviews. Details like average GMV per order, click-through rate (CTR), conversion rate (CR), customer repurchase rate, basket size, order return rate, return reasons, top price bands, top age groups, repeat customers, customer operating systems, ratings and reviews, and many others are all revealed by the analysis. Based on data analysis, some recommendations are made to help seller improve their performance. This article aims to provide useful knowledge to help stakeholders especially MSMEs (Micro Small and Medium Enterprises) who may find difficulties understanding key indicators of e-commerce performance, as a guide to create better e-business strategies. © 2026 IEEE.","data science; e-commerce; fashion analysis; women apparel","Garment industry; Marketplaces; Population statistics; Sales; Sales; Analysis approach; Apparel sector; Case-studies; Descriptive analysis; E- commerces; Fashion analyze; Performance; Performances analysis; Small-and-medium enterprise; Woman apparel; Electronic commerce","Conference paper","Final","","Scopus","2-s2.0-105037015541"
"Wang Y.; Li Z.; Zhang C.; Chen S.; Zhang X.; Xu J.; Lin Q.","Wang, Yuan (59852155000); Li, Zhiyu (57208229542); Zhang, Changshuo (58483905300); Chen, Sirui (57668844200); Zhang, Xiao (57219790917); Xu, Jun (57148828000); Lin, Quan (57211938887)","59852155000; 57208229542; 58483905300; 57668844200; 57219790917; 57148828000; 57211938887","Do Not Wait: Learning Re-Ranking Model Without User Feedback At Serving Time in E-Commerce","2024","RecSys 2024 - Proceedings of the 18th ACM Conference on Recommender Systems","","","","896","901","3","10.1145/3640457.3688165","https://www.scopus.com/pages/publications/85210476795?origin=resultslist","Recommender systems have been widely used in e-commerce, and re-ranking models are playing an increasingly significant role in the domain, which leverages the inter-item influence and determines the final recommendation lists. Online learning methods keep updating a deployed model with the latest available samples to capture the shifting of the underlying data distribution in e-commerce. However, they depend on the availability of real user feedback, which may be delayed by hours or even days, such as item purchases, leading to a lag in model enhancement. In this paper, we propose a novel extension of online learning methods for re-ranking modeling, which we term LAST, an acronym for Learning At Serving Time. It circumvents the requirement of user feedback by using a surrogate model to provide the instructional signal needed to steer model improvement. Upon receiving an online request, LAST finds and applies a model modification on the fly before generating a recommendation result for the request. The modification is request-specific and transient. It means the modification is tailored to and only to the current request to capture the specific context of the request. After a request, the modification is discarded, which helps to prevent error propagation and stabilizes the online learning procedure since the predictions of the surrogate model may be inaccurate. Most importantly, as a complement to feedback-based online learning methods, LAST can be seamlessly integrated into existing online learning systems to create a more adaptive and responsive recommendation experience. Comprehensive experiments, both offline and online, affirm that LAST outperforms state-of-the-art re-ranking models. © 2024 Copyright held by the owner/author(s).","e-commerce; online learning; re-ranking; recommender system; surrogate model","Adversarial machine learning; Federated learning; Marketplaces; Recommender systems; Transfer learning; Data distribution; E- commerces; Model modification; On-line learning methods; On-the-fly; Online learning; Ranking model; Re-ranking; Surrogate modeling; User feedback; Contrastive Learning","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85210476795"
"Loren T.; Novantia D.; Sierrano K.; Gui A.","Loren, Trinity (59720478000); Novantia, Dea (58918518900); Sierrano, Kevin (59720320600); Gui, Anderes (36816012900)","59720478000; 58918518900; 59720320600; 36816012900","The Influence of Artificial Intelligence on Recommendation Features in E-commerce","2024","2024 Beyond Technology Summit on Informatics International Conference, BTS-I2C 2024","","","","203","208","1","10.1109/BTS-I2C63534.2024.10942068","https://www.scopus.com/pages/publications/105003281800?origin=resultslist","This research aims to investigate the key element that could influence purchase decision within the rapidly growing Indonesian e-commerce market, focusing on how the artificial intelligence (AI) powered recommendation system increases the purchasing intention by analyzing the user profile, behavior, search history, and preferences. In this study, 429 people were surveyed to find out how attitudes toward artificial intelligence are influenced by perceived utility, perceived ease of use, perceived risk, and how these factors, in conjunction with promotion display and hedonistic value (the enjoyment derived from shopping), influence purchase intention in Indonesia's e-commerce landscape. The findings' data support all of the proposed hypotheses. Perceive utility and ease of use with technology attitude are strong predictors in determining positive attitude towards Artificial Intelligence, while the perceived risk has a negative impact on this attitude. Moreover, the study also found that positive attitude towards Artificial Intelligence, alongside promotional display, and hedonistic value, plays a significant role in determining purchase intention of customers in Indonesia e-commerce. The study also shows that a positive response for those three components significantly enhances the overall purchase intention of the customers. This study provides a valuable insight for e-commerce platforms in Indonesia for increasing purchase intention and purchase conversion.) © 2024 IEEE.","artificial intelligence; e-commerce; purchase intention; recommendation features; technology attitude","E- commerces; Indonesia; Key elements; Perceived risk; Positive attitude; Purchase decision; Purchase intention; Recommendation feature; Technology attitude; User's profiles; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105003281800"
"Summerlin R.; Powell W.","Summerlin, Rowena (57699847400); Powell, Wendy (35243433300)","57699847400; 35243433300","Effect of Interactivity Level and Price on Online Purchase Intention","2022","Journal of Theoretical and Applied Electronic Commerce Research","17","2","","652","668","10","10.3390/jtaer17020034","https://www.scopus.com/pages/publications/85130339293?origin=resultslist","As e-commerce approaches 17% of total retail sales companies are looking for opportunities to increase customer purchase conversion. In a competitive marketplace it becomes increasingly important to consider the effects of display techniques on purchase intention. Limited research has been conducted into interactivity, product display and their effect on purchase intentions on real-world retail websites, predominantly choosing to use random or student samples. This study investigates whether interactivity within retail websites positively correlates with purchase intentions for both low-cost and high-cost products and whether this effect is proportionally higher in high-cost products. It considers whether this purchase intention in high-cost products is influenced by higher levels of supplementary information. 405 participants experienced a simulated environment within a real-world retail website they had previously shopped at. Questionnaire results were analysed using ANCOVA and principal components analysis with three new components (purchase intention, attitude towards products and repeat product enjoyment) emerging. Results showed a higher purchase intention for more interactive products particularly more expensive ones. Interactive products produced a 54% higher purchase intention overall. In this paper, a new three-component solution to assess purchase intention for online home décor products is presented along with results which indicate that interactivity levels positively affect purchase intention for this particular product segment, particularly higher-cost products. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","e-commerce; interactive products; online purchasing behaviour; online retail; purchase intention","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85130339293"
"Praneeth Reddy G.; Thirupathi Reddy T.; Harshavardhan K.; Indhu S.","Praneeth Reddy, G. (57223364579); Thirupathi Reddy, T. (60560075300); Harshavardhan, K. (59940265000); Indhu, S. (60621907400)","57223364579; 60560075300; 59940265000; 60621907400","VCE CampusTrade: An Innovative Buy and Sell Solution for a Smart, Hassle-Free Marketplace","2025","16th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2025","2","","","8130","8135","0","","https://www.scopus.com/pages/publications/105034842568?origin=resultslist","This project proposes an innovative AI-powered financial wellness mobile app intended to offer intuitive, accessible, and user-focused personal finance management. The app provides Emotion-Aware Budgeting, applying sentiment analysis from the text-based expenditure inputs (e.g., notes or messages) to provide personal financial guidance [15]. A Voice Command Expense Logger permits users to add expenditures without touching the screen [14]. Geo-Triggered Notifications remind users of saving tips or deals based on geolocation [10]. The app presents Goal Visualization Dashboards, which allow users to monitor savings visually and motivate forward movement through dynamic graphs [8][9]. A Smart Round-Up feature rounds up purchases to the nearest figure and deposits the excess into a savings wallet [5][12]. Group Budgeting allows families or peer groups to share budgets with ease and transparency [1]. Moreover, Lifestyle-Based Suggestions scan user spending habits and preferences and recommend cheap substitutes or subscription optimizations [13]. For user engagement, a module for Daily Financial Challenges encourages micro-saving behavior [6][7]. By emphasizing useful, easy-to-apply functionality, this app reinvents financial wellness for diverse groups of users and guarantees simplicity and effectiveness [2][3][4][11]. © Grenze Scientific Society, 2025.","Authentication; E-Commerce; Personalization; Pricing; Security; Trade Zone","Behavioral research; Budget control; Electronic commerce; Purchasing; Sales; Sentiment analysis; Visualization; Dynamic graph; Finance management; Geolocations; Mobile app; Peer groups; Personalizations; Security; Sentiment analysis; Trade zones; Voice command; Costs","Conference paper","Final","","Scopus","2-s2.0-105034842568"
"Rathore A.; Parshotam; Shiwangi S.; Srivastava A.R.; Nandan N.; Murti S.","Rathore, Ashu (59411805500); Parshotam (59412227000); Shiwangi, Shreya (59412128200); Srivastava, Abhijeet Ranjan (59412332300); Nandan, Nand (59411701800); Murti, Srishti (59412438700)","59411805500; 59412227000; 59412128200; 59412332300; 59411701800; 59412438700","A deep dive into building an ecommerce website using recommender systems","2025","Computational Methods in Science and Technology - Proceedings of the 4th International Conference on Computational Methods in Science and Technology, ICCMST 2024","2","","","147","152","0","10.1201/9781003561651-21","https://www.scopus.com/pages/publications/85209178798?origin=resultslist","The shopping scenario of the contemporary world is filled with choices, empowering consumers but risking information overload. This paper explores user-based collaborative filtering and intelligent algorithms that create personalized shopping experiences as on user data. These systems assess user activity using filters according to content and machine learning to convert user data into personalized suggestions. The study investigates how these solutions might transform the consumer journey by reducing information overload and serving as digital guides across the complicated product environment. Also, the role of user-generated content in enhancing recommendation accuracy and increasing consumer confidence is investigated. This research also focuses on the potential approach for businesses. It investigates how consumer dispersion, guided by user-driven recommendation system data, may personalize the e-commerce experience. This insight enables organizations to strengthen consumer interactions and generate opportunities for growth in the e-commerce area. © 2025 the Author(s).","Customer Satisfaction; Data-Based Fetching; Generates Figure; High Rated Information; Sets of Information; Strong Matches; User-Action Recommendation Systems","Customers' satisfaction; Data-based fetching; Generate figure; High rated information; Information overloads; Set of information; Strong match; User action; User data; User-action recommendation system; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-85209178798"
"Correia D.M.; Teixeira L.; Marques J.L.","Correia, Diogo Mendes (57226055790); Teixeira, Leonor (22434117100); Marques, João Lourenço (55600379800)","57226055790; 22434117100; 55600379800","The hourglass model: From consumer’s behavior to delivery","2021","Proceedings of the International Conference on Industrial Engineering and Operations Management","","","","1357","1386","2","","https://www.scopus.com/pages/publications/85114238225?origin=resultslist","Through an empirical study of 74 Portuguese e-commerce brands, from the fashion, cosmetics, supplements, jewelry, beverages, utilities, orthopedics, book, sports, technology, decoration, pet, printing, and flowers’ sectors, it was noticed that consumers still do not have the possibility to personalize their products neither to request immediate deliveries or choose an exact delivery time. Nowadays, the Industry is striving to allow consumers to buy the product they want, as they wish, and be delivered in the time and place they choose. The purchase personalization and the supply chain’s arrangement to attend to the demand are expected to be increasingly based on predictive analytics. Prediction shall guide the definition of the supply chain. Moreover, the collaboration between stakeholders through an open marketplace is required to fulfill clients’ needs and desires. Given the observed facts and empirical evidence, this paper highlights the importance of integrating manufacturing and delivery, supported by an Hourglass shared economy prediction-oriented supply chain model. © IEOM Society International.","And Smart Cities; Hourglass Model; Industry 4.0; Smart Manufacturing; Supply Chain","","Conference paper","Final","","Scopus","2-s2.0-85114238225"
"Pokrovskaya A.","Pokrovskaya, Anna (58643182800)","58643182800","Infringement of Photographic Works on Marketplaces: A Study of the Chinese Experience","2025","Journal of Intellectual Property Rights","30","3","","285","294","0","10.56042/jipr.v30i3.8484","https://www.scopus.com/pages/publications/105007732799?origin=resultslist","This article aims to provide an extensive analysis of the Chinese experience regarding the infringement of photographic works on marketplaces, offering valuable insights into the causes, scale, and implications of this pervasive issue. It explores the challenges faced by photographers in protecting their intellectual property rights, the effectiveness (or lack thereof) of marketplace policies and enforcement mechanisms, and the role of technological advancements, such as content filtering algorithms, in tackling infringement issues. Moreover, this study investigates the economic consequences of photographic copyright infringement on photographers, marketplace platforms, and the image licensing ecosystem as a whole. By analyzing the financial impact, including potential revenue losses, reduced market competitiveness, and implications for artistic innovation, this research sheds light on the urgency of addressing the issue and implementing effective preventive measures. Overall, this article provides a comprehensive understanding of the infringement of photographic works on marketplaces, with a specific focus on the Chinese experience. It contributes to the existing literature on copyright protection and online marketplace governance, aiming to raise awareness, inform policy decisions, and guide future research in combating this pressing issue within the photography industry. © 2025, National Institute of Science Communication and Policy Research. All rights reserved.","Copyright Infringement; Digital Age; E-commerce; Marketplaces; Photographic Works","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105007732799"
"Qi J.; Zhang Z.; Jeon S.; Zhou Y.","Qi, Jiayin (13408299900); Zhang, Zhenping (56515779000); Jeon, Seongmin (55355072100); Zhou, Yanquan (12761881300)","13408299900; 56515779000; 55355072100; 12761881300","Mining customer requirements from online reviews: A product improvement perspective","2016","Information and Management","53","8","","951","963","335","10.1016/j.im.2016.06.002","https://www.scopus.com/pages/publications/84997191054?origin=resultslist","Big data commerce has become an e-commerce trend. Learning how to extract valuable and real time insights from big data to drive smarter and more profitable business decisions is a main task of big data commerce. Using online reviews as an example, manufacturers have come to value how to select helpful online reviews and what can be learned from online reviews for new product development. In this research, we first proposed an automatic filtering model to predict the helpfulness of online reviews from the perspective of the product designer. The KANO method, which is based on the classical conjoint analysis model, is then innovatively applied to analyze online reviews to develop appropriate product improvement strategies. Moreover, an empirical case study using the new method is conducted with the data we acquired from JD.com, one of the largest electronic marketplaces in China. The case study indicates the effectiveness and robustness of the proposed approach. Our research suggests that the combination of big data and classical management models can bring success for big data commerce. © 2016 Elsevier B.V.","Big data commerce; Conjoint analysis; KANO; Online review; Product design","Big data; Electronic commerce; Product design; Product development; Statistical methods; Conjoint analysis; Conjoint analysis models; Customer requirements; Electronic marketplaces; Empirical case studies; KANO; New product development; Online reviews; Digital storage","Article","Final","","Scopus","2-s2.0-84997191054"
"Matthew D.; Hellianto G.R.; Putra N.S.; Sundjaja A.M.","Matthew, Darrell (57549523700); Hellianto, Garry R. (57202929630); Putra, Niko S. (57549906800); Sundjaja, Arta Moro (55858212100)","57549523700; 57202929630; 57549906800; 55858212100","The Effect of Monthly Promotion, Gamification, User Interface Usability Attractiveness on the Marketplace Repurchase Intention","2021","Proceedings - 3rd International Conference on Informatics, Multimedia, Cyber, and Information System, ICIMCIS 2021","","","","193","199","7","10.1109/ICIMCIS53775.2021.9699114","https://www.scopus.com/pages/publications/85127055343?origin=resultslist","This study aims to examine the determinant factors of e-commerce repurchase intention. The research design is a quantitative model. The sample size is 206 respondents, using purposive sampling. The respondents are Shopee e-commerce users in Indonesia. The data processing technique used is a linear regression model and processed using Statistical Package for the Social Sciences (SPSS) software for Windows version 25. The results of this study indicate that sales promotion and user interface influence consumer repurchase intention. The user interface is the variable with the most significant influence. Thus, to increase buyer visits and transactions on e-commerce, the user interface can be an essential input for developing e-commerce.  © 2021 IEEE.","Gamification; Monthly Promotion; Repurchase Intention in e-commerce; User Interface Attractiveness; User Interface Usability","Data handling; Electronic commerce; Linear regression; Sales; Social sciences computing; Determinant factors; E- commerces; Gamification; Interface usability; Monthly promotion; Repurchase intention; Repurchase intention in e-commerce; Research designs; User interface attractiveness; User interface usability; User interfaces","Conference paper","Final","","Scopus","2-s2.0-85127055343"
"Qi T.; Zhuang J.; Su X.; Zhang X.; Zhang K.; Li D.; Hao J.","Qi, Tianyun (59740612300); Zhuang, Jinjiong (60152516200); Su, Xin (59413742500); Zhang, Xiang (57199210418); Zhang, Kai (60152793600); Li, Donghai (37862662300); Hao, Jiewei (57199847143)","59740612300; 60152516200; 59413742500; 57199210418; 60152793600; 37862662300; 57199847143","Ethnobryology in e-commerce: traditional uses and emerging applications of bryophytes in China’s online market","2025","Journal of Ethnobiology and Ethnomedicine","21","1","69","","","0","10.1186/s13002-025-00822-z","https://www.scopus.com/pages/publications/105019519367?origin=resultslist","Background: China is rich in bryophyte diversity, many of which have wide-ranging applications, such as ornamental and medicinal uses. With the rise of online trading platforms, the e-commerce trade of bryophytes has become increasingly prevalent. This study aimed to document the diversity and uses of bryophytes sold on Chinese e-commerce platforms. Methods: We conducted a 1-year investigation (October 2022–October 2023) on the Taobao platform, China's most popular online marketplace. Data on the bryophyte trade were collected using Octopus (v8.6.4) (A web data collection software) scraping combined with manual browsing. We analyzed the trade patterns and purchased bryophytes from 153 suppliers. The collected bryophyte samples were identified, and their species diversity, life forms, traditional uses, and emerging applications were documented. Results: From 1081 fresh bryophyte samples collected, we identified 201 species (including 2 subspecies) belonging to 98 genera and 55 families. Calohypnum plumiforme, Thuidium cymbifolium, and Hypnum leptothallum were the three most frequently traded species. Mat, weft, and tuft were the predominant life forms, which are also the primary types used for ornamental scenes and bedding material. Among these bryophytes, 196 species are marketed for ornamental purposes. Specifically, 182 species have been promoted for applications, including courtyard landscaping, bonsai decorations, micro-landscaping decorations, and rainforest terrariums/paludariums. Fourteen aquatic bryophyte species, marketed as mosses (Mo Si), were used for aquarium landscaping. In addition to traditional applications such as courtyard landscaping and bonsai, micro-landscape modeling and rainforest terrariums/paludariums have emerged as new, widely adopted scenes, with micro-landscapes being the most common. Twelve species were marketed exclusively as horticultural/reptile bedding material. Nine species were identified as facilitators of Chinese gallnut (Wu Bei Zi) production, and thirty-eight species have direct medicinal uses. However, bryophytes marketed explicitly for medicinal use or gallnut promotion are uncommon in the online trade; only Rhodobryum giganteum was found to be sold for medicinal purposes. Crucially, 185 species (92.04%) were found to be sourced wholly or partially from the wild. Among these, Leucobryum juniperoideum and Sphagnum multifibrosum, listed as National Grade II Protected Plants on the List of National Key Protected Wild Plants in China, were identified. Conclusions: This study provides the first exploration of bryophyte diversity and the interplay between traditional and emerging applications within the context of online trade platforms in China, which offers valuable supplementary data for ethnobryological research globally. Furthermore, the findings highlight significant challenges and underscore the need for recommendations concerning the conservation of bryophyte diversity, particularly for species with extensive traditional uses and novel applications that are thriving in emerging trade environments. © The Author(s) 2025.","Biodiversity conservation; Bryophyte applications; Bryophytes; Ethnobryology; Online marketplace","Biodiversity; Bryophyta; China; Commerce; Ethnobotany; Humans; Internet; Medicine, Chinese Traditional; Plants, Medicinal; article; China; conservation biology; electronic commerce; human; landscaping; market; moss; nonhuman; octopus; rain forest; reptile; species diversity; Sphagnum; subspecies; wild plant; biodiversity; China; Chinese medicine; classification; commercial phenomena; ethnobotany; Internet; medicinal plant","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105019519367"
