"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Magano J.; Turčinkova J.; Santos M.C.; Correia R.; Serebriannikov M.","Magano, José (57211559586); Turčinkova, Jana (26028193500); Santos, Mário C. (57225207280); Correia, Roxana (59492683700); Serebriannikov, Mikhail (59492683800)","57211559586; 26028193500; 57225207280; 59492683700; 59492683800","Exploring Apparel E-Commerce Unethical Return Experience: A Cross-Country Study","2024","Journal of Theoretical and Applied Electronic Commerce Research ","19","4","","2650","2672","6","10.3390/jtaer19040127","https://www.scopus.com/pages/publications/85213437211?origin=resultslist","This study examines the relationships between socio-demographic factors, purchase frequency, internet expertise, and unethical return behavior in apparel e-commerce, with a particular focus on the act of wardrobing—wearing and then returning used apparel. The research involved a survey of 1026 online apparel consumers from Portugal and the Czech Republic. The results show that frequent buyers, internet-savvy users, women and younger e-consumers report more satisfactory return experiences. However, several e-consumers engage in wardrobe shopping, with higher rates observed among males, internet-savvy users and youth. There are differences between the countries studied: in the Czech sample, men and advanced internet users are more likely to engage in wardrobing, while in the Portuguese sample, it is more prevalent among younger e-consumers. The results also document that, overall, men are seven times more likely to practice unethical return, while increasing age decreases the likelihood. The originality of the study lies in its approach and findings, which contribute to the understanding of post-purchase behavior and moral hazards in e-commerce and highlight the need for retailers to balance return policies that prevent abuse while maintaining customer satisfaction. Recommendations are made for improving loyalty programs and personalizing the e-shopping experience to minimize returns and promote ethical consumer behavior. Further research is suggested to develop these findings and improve return management in apparel e-commerce. © 2024 by the authors.","moral hazard; online apparel customer experience; unethical behavior; wardrobing","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85213437211"
"Almutairi E.M.N.; Abubakar A.A.; Al-Mamary Y.H.","Almutairi, Essa Mubrik N. (60543727600); Abubakar, Aliyu Alhaji (58167663800); Al-Mamary, Yaser Hasan (56712886400)","60543727600; 58167663800; 56712886400","Integrating Brand Equity and Expectation-Confirmation Theory to Explain Sustainable Online Repurchase Intention and Digital Business Sustainability in Saudi Arabia’s E-Commerce Market","2026","Sustainability (Switzerland)","18","6","3142","","","0","10.3390/su18063142","https://www.scopus.com/pages/publications/105034321907?origin=resultslist","This study examines the intercorrelations that exist between brand equity, expectation confirmation, and sustainable repurchase intentions within Saudi Arabia’s burgeoning e-commerce sector, emphasizing its cultural and digital transformation context aligned with Vision 2030. The main objectives are to identify how brand perceptions influence customer satisfaction, and to explore the applicability of integrated theoretical frameworks, namely Brand Equity Theory and Expectation-Confirmation Theory in explaining sustainable consumer behavior in an emerging market. Utilizing a quantitative research approach, data was collected through an online self-reported questionnaire distributed via social media platforms targeted at active e-commerce consumers in the Hail region. Convenience sampling combined with snowballing yielded a sample size of 361 respondents, ensuring broader demographic representation. Data analysis was conducted using structural equation modeling with partial least squares (SEM-PLS), a technique suited for theory exploration and handling complex variable relationships. The findings demonstrate that brand awareness and brand image significantly positively influence customer satisfaction, which in turn positively impacts repurchase intentions in e-commerce platforms. Similarly, expectations and perceived performance also have significant positive effects on satisfaction, which in turn positively impacts repurchase intentions in e-commerce platforms. All hypotheses were supported, with significant relationships observed between the variables, with the model demonstrating robust validity and fit, evidenced by acceptable SRMR, d_ULS, and d_G values. The study’s originality lies in its culturally contextualized application of these theories to a less studied yet vital emerging market, providing novel insights into how cultural nuances influence digital consumer loyalty. These outcomes contribute to both academic theory and practical strategies for e-commerce firms aiming to build sustainable, trust-based relationships within culturally diverse digital environments, offering a valuable blueprint for similar markets undergoing digital transformation. © 2026 by the authors.","brand equity; customer satisfaction; digital business sustainability; expectation-confirmation theory; Saudi Arabia; sustainable e-commerce; sustainable repurchase intention; Vision 2030","Saudi Arabia; academic research; business; electronic commerce; equity; firm size; market conditions; questionnaire survey; social media; theoretical study","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105034321907"
"Haikel J.; Simbolon F.P.","Haikel, Juan (60560122600); Simbolon, Freddy Pandapotan (57208334760)","60560122600; 57208334760","Analysis of Customer E-Satisfaction on Repurchase Intention For Household Needs Purchases by Gen-Z In E-Commerce","2025","Proceedings - 7th International Conference on Informatics, Multimedia, Cyber and Information System, ICIMCIS 2025","","","","1684","1689","0","10.1109/ICIMCIS68501.2025.11327245","https://www.scopus.com/pages/publications/105034930170?origin=resultslist","This study investigates the factors influencing Gen Z's repurchase intention in e-commerce, focusing on the roles of E-Service Quality, Perceived Usefulness, Perceived Ease of Use and Customer E-Satisfaction via Shopee, Tokopedia, Lazada, and TikTok Shop. Using a quantitative approach and SEM-PLS data were collected from 336 Gen Z respondents in Jabodetabek area. The results show that Perceived Usefulness and Customer E-Satisfaction significantly impact Repurchase Intention, Perceived Ease of Use does not directly or indirectly (via Customer E-Satisfaction) influence repurchasing, nor does E-Service Quality exhibit a significant indirect effect through the same mediator, indicating that perceived usefulness and satisfaction are paramount for fostering loyalty, whereas ease of use and service quality alone are insufficient drivers of repeat purchases in this segment. © 2025 IEEE.","Customer E-Satisfaction; E-Commerce; E-Service Quality; Repurchase Intention; Technology Acceptance Model","Customer satisfaction; Information services; Information systems; Purchasing; Quality of service; Sales; Customer E-satisfaction; E- commerces; E-satisfaction; E-service quality; Indirect effects; Perceived ease-of-use; Perceived usefulness; Quantitative approach; Repurchase intention; Technology acceptance model; Electronic commerce","Conference paper","Final","","Scopus","2-s2.0-105034930170"
"Moreno D.E.; Enriquez T.; Rodriguez K.J.; Tesoro E.M.; Gabatin R.A.; Gecolea J.P.","Moreno, Donn Enrique (58289777100); Enriquez, Trina (60022999400); Rodriguez, Kaina Janel (60405850200); Tesoro, Elyzah Mae (60023144700); Gabatin, Rocky Angelo (59549792600); Gecolea, Jeremy Paul (59550066900)","58289777100; 60022999400; 60405850200; 60023144700; 59549792600; 59550066900","Assessing Online Shoppers’ Preferences on E-Commerce Platforms in the Philippines: Utilizing Cluster Analysis for Optimized Marketing Strategies","2026","ICBIM 2025 - The 9th International Conference on Business and Information Management","","","","141","146","0","10.1145/3785171.3785216","https://www.scopus.com/pages/publications/105030490208?origin=resultslist","The rapid expansion of e-commerce in the Philippines is driven by ongoing digitalization and improvements in online shopping platforms that emphasize convenience and accessibility. This study examines Filipino consumer preferences across three leading e-commerce platforms—Shopee, Lazada, and TikTok Shop—by applying market segmentation based on key attributes such as price, product variety, delivery speed, and customer service. A quantitative descriptive research design was employed, utilizing correspondence analysis to cluster consumer behavior. Data was collected from 775 respondents through purposive sampling. Findings indicate that price is the most influential factor in platform selection, whereas loyalty programs have the least impact. Three distinct consumer segments emerged: (1) incentive-driven and risk-averse, (2) interactive and socially engaged, and (3) trend-conscious and time-sensitive. The study recommends further research into additional e-commerce attributes and consumer trends to inform platform-specific strategies and enhance the overall online shopping experience. © 2025 Copyright held by the owner/author(s)","correspondence analysis; e-commerce; marketing; online shopping; strategies","Cluster analysis; Consumer behavior; Human engineering; Information management; Information systems; Marketplaces; Strategic planning; Commerce platforms; Consumers' preferences; Correspondence analysis; E- commerces; Marketing strategy; Online shopping; Online shops; Philippines; Rapid expansion; Strategy; Electronic commerce","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105030490208"
"Ahmad S.N.B.; Shaari A.; Hussin H.; Tajudin M.M.; Hansaram S.","Ahmad, Siti Nor Bayaah (57196197201); Shaari, Aida (57211241736); Hussin, Habrizah (57211241352); Tajudin, Misyer Mohamed (57204332037); Hansaram, Simranpreet kaur (54782503600)","57196197201; 57211241736; 57211241352; 57204332037; 54782503600","Influence of perceived risk on consumer attitude and repurchase intention among gen Y online shoppers in Malaysian","2019","International Journal of Innovation, Creativity and Change","6","4","","42","54","1","","https://www.scopus.com/pages/publications/85073095833?origin=resultslist","Consumer purchasing behavior has shifted from the physical store to online stores in recent years. With the rapid development of the internet, conveniences and cost saving; these factors have encouraged a greater number of online shoppers among Malaysian consumers. With more online business available in the e-commerce setting, the online operators are facing difficulty in retaining their customers. Apart from the non-physical stores as one of the challenges faced by the operators, the risk factor of buying online is also an important one that needs attention. Past studies have shown that perceived risks such as product risk, financial risk, non-delivery risk and convenience risk were some of the challenges that hinder consumers online shopping. The influence of consumer's perceived risks on online consumer's repurchase intention has not been examined in depth in the context of Malaysia's e-commerce industry. Hence, the present study is designed to investigate the influence of perceived risks namely Perceived Product Risk, Perceived Financial Risk, Perceived Convenience Risk and Perceived Non-Delivery Risk on online consumer's repurchase intention. An online survey hyperlink was distributed to 200 online shoppers from a fan page group of online shoppers on Facebook. Results indicated that Perceived Non-Delivery Risk and Perceived Financial Risk had an influence on Malaysian online consumer's attitude and the result also revealed that there was a strong influence between online consumer's attitude and repurchase intention. © 2019 Primrose Hall Publishing Group.","Generation Y; Perceived convenience Risk; Perceived financial risk; Perceived non-delivery risk; Perceived product risk; Repurchase intention","","Article","Final","","Scopus","2-s2.0-85073095833"
"Yamuna G.; Paul Dhinakaran D.; Vijai C.; Kingsly P.S.J.; Raynukaazhakarsamy; Devi S.R.","Yamuna, G. (59223342400); Paul Dhinakaran, D. (58988150400); Vijai, C. (58930250700); Kingsly, P.S. Joan (57210451314); Raynukaazhakarsamy (59223342500); Devi, S. Rukmani (58489473100)","59223342400; 58988150400; 58930250700; 57210451314; 59223342500; 58489473100","Machine Learning-Based Price Optimization for Dynamic Pricing on Online Retail","2024","Proceedings of 9th International Conference on Science, Technology, Engineering and Mathematics: The Role of Emerging Technologies in Digital Transformation, ICONSTEM 2024","","","","","","9","10.1109/ICONSTEM60960.2024.10568763","https://www.scopus.com/pages/publications/85198850832?origin=resultslist","Machine learning is having a profound impact on the dynamic pricing environment in e-commerce. This research digs into the use of dynamic pricing based on machine learning to shed light on how this trend is reshaping e-commerce's profitability, consumer happiness, and competitive landscape. Collecting data, cleaning up the data, choosing the right model, and evaluating the results are all part of the research technique. The hypothetical data shows a certain way to maximise profits and keep customers. Practical applications of this research are discussed, with an emphasis on the ethical issues raised by dynamic pricing. The last section highlights the significance of dynamic pricing based on machine learning, providing a road map for a more dynamic, adaptable, and lucrative future in online retail for both firms and customers. The article finishes with a look to the future, revealing promising opportunities to further customization, resolve ethical problems, and apply dynamic pricing models across a wide range of businesses.  © 2024 IEEE.","Customer Retention; Customer Satisfaction; Dynamic Pricing; Future Directions; Machine Learning; Online Retail; Pricing Strategies; Profit Maximization; Real-time Pricing","Costs; E-learning; Electronic commerce; Machine learning; Philosophical aspects; Profitability; Sales; Customer retention; Customers' satisfaction; Dynamic pricing; E- commerces; Future direction; Machine-learning; Online retails; Pricing strategy; Profit maximization; Real time pricing; Customer satisfaction","Conference paper","Final","","Scopus","2-s2.0-85198850832"
"Zariman N.F.M.; Humaidi N.; Abd Rashid M.H.","Zariman, Nurul Fazleen Mohd (57955163200); Humaidi, Norshima (36518638600); Abd Rashid, Muhammad Hafiz (57190948125)","57955163200; 36518638600; 57190948125","Mobile commerce applications service quality in enhancing customer loyalty intention: mediating role of customer satisfaction","2023","Journal of Financial Services Marketing","28","4","","649","663","23","10.1057/s41264-022-00190-9","https://www.scopus.com/pages/publications/85141395864?origin=resultslist","Mobile shopping application can provide retailers the opportunity for showcasing their brands and shopping experiences to the customers since the use of smartphones are increasing. Therefore, this study was conducted to determine the e-service quality of mobile commerce applications (MCA) in enhancing customer loyalty intention behaviour to purchase the product via MCA among online shoppers in Malaysia through the use of the adapted SERVQUAL model. Additionally, the mediating effect of customer satisfaction on the relationship between MCA service quality dimensions and customer loyalty intention behaviour was studied. A purposive sampling technique was used and 120 data were collected through an online survey. The results for direct testing demonstrate that all the SERVQUAL dimensions were significantly influenced customer satisfaction, except reliability, security and usability. Meanwhile, analysis results for the mediating effects demonstrate that customer satisfaction mediates the relationship of SERVQUAL dimensions (assurance, personalization, responsiveness and information quality) and customer loyalty intention. Even though the SERVQUAL dimensions tested in this study were significant, the effect size is rather small. Nevertheless, all these factors are important to be considered for the improvement of MCA, especially everyone is moving forward to a digital business environment and e-service is regarded to play an important role. © 2022, The Author(s), under exclusive licence to Springer Nature Limited.","Customer loyalty intention behaviour; Customer satisfaction; E-service quality; Mobile commerce applications; SERVQUAL","","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85141395864"
"Peña-García N.; ter Horst E.","Peña-García, Nathalie (57202849705); ter Horst, Enrique (25655619900)","57202849705; 25655619900","Loyalty beyond transactions: the role of perceived brand ethics in e-commerce","2025","Frontiers in Communication","10","","1605171","","","5","10.3389/fcomm.2025.1605171","https://www.scopus.com/pages/publications/105007990409?origin=resultslist","Introduction: As digital platforms increasingly shape consumer behavior, understanding the factors that drive customer loyalty has become a critical area of research. This study examines the role of Perceived Brand Ethics (PBE), Trust, and Customer Experience (CX) in fostering Brand Engagement (BE) and their subsequent effect on Loyalty within the e-commerce, food delivery, and transportation sectors. Methods: Using a cross-sectional survey of 1,032 users of Mercado Libre, Rappi, and Uber in Colombia, an emerging economy, data was analyzed through Partial Least Squares Structural Equation Modeling (PLS-SEM) and Multigroup Analysis (PLS-MGA) to test the proposed hypotheses. Results: Results confirm that PBE significantly influences Trust and CX, enhancing consumer perceptions and impacting BE through different pathways. While CX strongly predicts BE, Trust does not directly affect engagement. Additionally, BE demonstrates a robust effect on Loyalty, underscoring the importance of emotional connections in digital consumer relationships. Platform-specific differences highlight variations in these relationships across service categories. Discussion: This study contributes to the literature by integrating ethical perceptions into engagement and loyalty models while offering managerial implications for digital platforms seeking to strengthen customer relationships through ethical transparency, experience optimization, and engagement strategies. These findings provide actionable insights for enhancing and sustaining competitive advantage in digital platforms. Copyright © 2025 Peña-García and ter Horst.","brand engagement; customer experience; e-commerce platforms; loyalty; perceived brand ethics; trust","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105007990409"
"Falahat M.; Lee Y.; Foo Y.; Chia C.","Falahat, Mohammad (56940968000); Lee, Yan-Yin (57211468592); Foo, Yi-Cheng (57211575738); Chia, Chee-En (57211576058)","56940968000; 57211468592; 57211575738; 57211576058","A model for consumer trust in E-commerce","2019","Asian Academy of Management Journal","24","","","93","109","39","10.21315/aamj2019.24.s2.7","https://www.scopus.com/pages/publications/85074468603?origin=resultslist","E-commerce has grown rapidly over the past decade and has become a significant trend. One of the major concerns for the successful proliferation of e-commerce is the issue of consumers’ trust in Internet vendors. This study examines the antecedents of trust in e-commerce among Malaysian online consumers. Data was collected from 300 respondents who had recently made online purchases. Structural equation modelling-partial least squares (SEM-PLS) was used to analyse the data, and our findings reveal that brand recognition, service quality, security, and word-of-mouth (WOM) lead to higher levels of consumer trust, whereas customer satisfaction has an insignificant relation to consumer trust. This study enables online vendors or e-commerce business owners to understand consumer demand and satisfy their needs. Strategies need to be set right too to attract more consumers in purchasing online. © Asian Academy of Management and Penerbit Universiti Sains Malaysia, 2019.","E-commerce; Loyalty; Purchase intention; Trust; Word of mouth","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85074468603"
"Nittayoosakulchot N.; Pankham S.","Nittayoosakulchot, Nuttareepan (60033541200); Pankham, Sumaman (58304204600)","60033541200; 58304204600","Success Factors of the Online Supplements Market: Impact of Social Media Activities on E-WOM and Customer Commitment in Thailand","2025","TEM Journal","14","3","","","","0","10.18421/TEM143-76","https://www.scopus.com/pages/publications/105019767731?origin=resultslist","Digital commerce has experienced significant growth driven by changing consumer behaviors and the increasing influence of social media. Research gaps still remain in understanding how structured social media marketing activities (SMMA) influence electronic word-of-mouth (e-WOM) dissemination, customer commitment, and brand loyalty. So, this research investigates the correlation within the context of Thailand's dietary supplement sector employed a mixed-methods quantitative approach featuring the Rough Set e-Delphi for qualitative methodology combine experts to analyze the dynamics between social media marketing initiatives and their effects on brand perception, service quality, and customer satisfaction. Through quantitative analysis with structural equation modeling (SEM). The findings demonstrate significant correlations between structured social media marketing activities and improved customer commitment metrics. The results advance theoretical understanding of digital marketing dynamics in the health supplement industry while offering practical insights for marketing strategists and industry practitioners. These findings contribute to the development of effective digital marketing strategies in the competitive health supplement sector and enhance academic knowledge of social media marketing effectiveness in specialized consumer markets. © (2025), (UIKTEN - Association for Information Communication Technology Education and Science). All rights reserved.","brand loyalty; customer commitment; dietary supplement industry; Electronic Word-of-Mouth (e-WOM); Rough Set e-Delphi; Social Media Marketing Activities (SMMA); structural equation modeling.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105019767731"
"Saha S.K.; Duarte P.; Silva S.C.; Zhuang G.","Saha, Swapan Kumar (57208663830); Duarte, Paulo (25824785800); Silva, Susana C. (57208035795); Zhuang, Guijun (7004628711)","57208663830; 25824785800; 57208035795; 7004628711","The Role of Online Experience in the Relationship Between Service Convenience and Future Purchase Intentions","2023","Journal of Internet Commerce","22","2","","244","271","52","10.1080/15332861.2022.2045767","https://www.scopus.com/pages/publications/85127159066?origin=resultslist","This article investigates the effects of online convenience and shopping experience on consumer satisfaction and future purchase decisions by applying a different view to explain the customers’ increasing experience with online shopping in the Chinese growing market. Data from 226 Chinese consumers used to buy online are used to analyze the proposed research model through Partial Least Squares Structural Path Modeling. The findings show that the intention to purchase is enhanced by customer satisfaction and shopping experiences and that satisfaction plays a mediating role in these relationships. Additionally, the results show that search and post-possession dimensions have the most influence on online shopping convenience. In contrast, access (ACC), transaction (TRA), and possession (POS) convenience have an indirect negative impact on future purchase intention. The findings offer actionable guidance to online retailers wanting to enhance customer satisfaction and promote future purchase intentions by helping retailers who are doing business or planning to do business online in China. Offering additional suggestions on how to foster online satisfaction, the study’s conclusions help improve the effectiveness of e-commerce strategy. The current study also extends previous work on service convenience by validating the impact of online shopping convenience (SCV) on customer satisfaction and repurchase intention. © 2022 Taylor & Francis Group, LLC.","China; Chinese consumers; future purchase intention; online convenience; online customer satisfaction; online shopping experience","","Article","Final","","Scopus","2-s2.0-85127159066"
"Phan T.Q.; Nguyen-Viet B.","Phan, Tan Quoc (58243608200); Nguyen-Viet, Bang (57202018511)","58243608200; 57202018511","The drivers of online repurchase intention in an emerging market: psychological contract violation, trust, satisfaction, and negative word of mouth","2022","International Journal of Information and Management Sciences","33","3","","201","215","1","10.6186/IJIMS.202209_33(3).0002","https://www.scopus.com/pages/publications/85159031732?origin=resultslist","This research aims to evaluate the impact of psychological contract violation, trust, satisfaction, and negative word of mouth on online repurchase intention in an emerging market such as Vietnam. The paper follows a quantitative approach through interviews with 566 consumers in Ho Chi Minh City, the biggest city in Vietnam. Data were analyzed using structural equation modeling and a T-Test. The research results suggest a relationship between psychological contract violation, trust, satisfaction, and negative word of mouth on online repurchase intention. The results also show that there are demographic differences such as gender and education level in the relationship between psychological contract violation and online purchase intention, which has not been explored in previous studies. This study will help administrators of e-commerce sites be aware of the important role of buyer’s trust, satisfaction and expectations expressed through psychological contract. Besides, it helps remind managers to pay more attention in building and im-plementing business strategies to avoid mistakes that lead to breach of psychological contract to avoid negative word of mouth and increase online repurchase intentions. © 2022, Tamkang University. All rights reserved.","Negative word of mouth; Psychological contract violation; Repurchase intention; Satisfaction; Trust; Vietnam","Emerging markets; Negative word of mouth; Psychological contract violations; Psychological contracts; Quantitative approach; Repurchase intention; Satisfaction; Structural equation models; Trust; Viet Nam; Electronic commerce","Article","Final","","Scopus","2-s2.0-85159031732"
"Parupalli A.","Parupalli, Anirudh (60577470800)","60577470800","Optimizing Customer Engagement in Multi-source E-commerce Retail Datasets Using Artificial Intelligence-Based Efficient Techniques","2025","2025 5th International Conference on Artificial Intelligence and Signal Processing, AISP 2025","","","","","","0","10.1109/AISP68263.2025.11396229","https://www.scopus.com/pages/publications/105035725058?origin=resultslist","Customer engagement in multi-source e-commerce environments plays a vital role in the success of a business. It is one of the main factors that influence purchase behavior, brand loyalty, and overall customer satisfaction. Predicting customer engagement on e-commerce platforms is a fundamental task to personalize marketing, improve user experience, and increase sales. However, uncovering insights from multi-source retail datasets is hindered by the richness, complexity, variability, nonlinear behavioral patterns, and data imbalance of these datasets. This article introduces a new concept that combines artificial intelligence with data-driven techniques to yield optimal solutions for customer engagement prediction. The proposed framework in this paper comprises extensive preprocessing, categorical encoding, outlier detection, and feature selection through the Minimum Redundancy Maximum Relevance (MRMR) method. To solve the problem of class imbalance, SMOTE Tomek resampling technique is used, and then Min-Max scaling and train-test split are performed. Three models, such as Extreme Gradient Boosting (XGBoost), Long Short-Term Memory (LSTM) with Attention Mechanism, and a Hybrid XGBoost+LSTM architecture are created and evaluated by accuracy, precision, recall, F1-score, and ROC-AUC metrics. The hybrid model, according to empirical evidence, achieves the greatest accuracy of 97.89% on the Brazilian e-commerce dataset, whereas on the Amazon dataset it reaches 89.95%, thus, the hybrid model is far better than the individual models and conventional classifiers. The primary contribution of the research is its AI framework, which is robust, scalable, and compatible across datasets, thus, it becomes the main source of superior predictive performance and consequential insights for strategic decision-making in rapidly changing e-commerce environments and hence, a major breakthrough in customer behavior modeling and engagement optimization for real-life scenarios.  © 2025 IEEE.","Artificial Intelligence; Attention Mechanism; Customer Engagement; E-Commerce; Retail Analytics; Sales Prediction","Behavioral research; Decision making; Feature extraction; Forecasting; Optimization; Sales; User experience; Attention mechanisms; Brand loyalty; Customer engagement; Customers' satisfaction; E- commerces; Hybrid model; Multi-Sources; Retail analytic; Sale predictions; Short term memory; Electronic commerce","Conference paper","Final","","Scopus","2-s2.0-105035725058"
"Cuong D.T.","Cuong, Dam Tri (57210646550)","57210646550","Determinants affecting online shopping consumers’ satisfaction and repurchase intention: Evidence from Vietnam","2023","Innovative Marketing","19","1","","126","139","18","10.21511/im.19(1).2023.11","https://www.scopus.com/pages/publications/85150053499?origin=resultslist","E-commerce has altered how people purchase because of the growth of the internet. Nowadays, customers prefer shopping online rather than visiting physical stores. The goal of this study is to research the factors influencing online consumers’ satisfaction and repurchase intention in Vietnam. This study uses two underlying theories: technology acceptance model and expectation-confirmation model. After carefully discussing background theories and reviewing the marketing literature, the paper suggests a research model relevant to Vietnam’s circumstances. In addition, 312 online shoppers in Vietnam were surveyed using a Google Form and a non-probability approach. According to the findings, determinant factors (perceived ease to use, perceived usefulness, website design quality, and price perception) positively correlate to online shoppers’ satisfaction and repurchase intention. The results also disclosed that perceived usefulness was the factor that had the most influential impact on online shoppers’ satisfaction and repurchase intention. Finally, the study provided recommendations for managers, limitations, and suggestions for further research. © Dam Tri Cuong, 2023.","e-commerce; ECM theory; online customer satisfaction; online repurchase intention; TAM theory; Vietnam","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85150053499"
"Devi M.F.; Pradana M.; Nugraha D.W.","Devi, Martifa Firli (57372504100); Pradana, Mahir (57189049974); Nugraha, Diki Wahyu (57220028057)","57372504100; 57189049974; 57220028057","The influence of e-trust on e-customer loyalty of online food delivery customers in Indonesia (Study conducted during COVID-19 Pandemic)","2021","Proceedings of the International Conference on Industrial Engineering and Operations Management","","","","2890","2898","1","","https://www.scopus.com/pages/publications/85121115679?origin=resultslist","GoFood is an online food delivery service on the Gojek application that leads the market share in Indonesia with transaction growth that exceeds transportation service transactions and has the highest brand identity, does not guarantee satisfaction to GoFood users. There are many complaints that consumers feel when using GoFood services, related to problems of trust in the service due to mismatches in customer expectations of GoFood services. This problem, if left unchecked, can affect customer satisfaction (e-customer satisfaction) so that it can reduce consumer loyalty (e-customer loyalty). This study aims to determine the effect of e-trust on e-customer loyalty through e-customer satisfaction on GoFood service users in Indonesia. This type of research is descriptive and causal with a quantitative approach. Sampling in this study using a non-probability sampling method with a purposive sampling type of 100 people. The analysis technique used in this research is Structural Equity Modeling (SEM) processed with SmartPLS software. The results of his research prove that e-trust does not have a positive and insignificant effect on e-customer loyalty, e-trust has a positive and significant effect on e-customer satisfaction, e-customer satisfaction has a positive and significant effect on e-customer loyalty, e-trust has a positive and significant effect on e-customer loyalty through e-customer satisfaction. © IEOM Society International.","Business administration; E-business; E-commerce; E-customer loyalty; E-trust","","Conference paper","Final","","Scopus","2-s2.0-85121115679"
"Tran V.","Tran, Vinh (59958356900)","59958356900","Optimizing Customer Experience in E-Commerce Last-Mile Delivery","2025","Journal of Distribution Science","23","5","","41","54","0","10.15722/jds.23.05.202505.41","https://www.scopus.com/pages/publications/105008775185?origin=resultslist","Purpose: The last-mile delivery experience plays a pivotal role in enhancing customer satisfaction and loyalty within the e-commerce sector. This study introduces the Customer Delivery Experience in Last-Mile Delivery (CDX-LMD) scale and investigates how key dimensions of this experience influence customer satisfaction. Research Design, Data and Methodology: A quantitative research design was employed to explore the relationships between last-mile delivery factors and customer satisfaction. Data were collected from 950 e-commerce customers. The study used Exploratory and Confirmatory Factor Analyses to validate the CDX-LMD scale, followed by multiple regression analysis to examine the influence of seven identified dimensions. Results: The validated CDX-LMD scale consists of seven dimensions: Joyful anticipation, Parcel tracking, Visual appeal, Delivery efficiency, Convenience, Smooth delivery, E-payment. These dimensions collectively explained 75.9% of the variance in customer experience (R2 = 0.759). Among them, Joyful anticipation (β = 0.213) and Parcel tracking (β = 0.198) had the strongest impact on customer satisfaction. Conclusions: This study highlights the multidimensional nature of last-mile delivery experience and its significant role in shaping customer satisfaction. By enhancing transparency, operational efficiency, and digital payment security, e-commerce firms can optimize customer experience and build long-term loyalty. © Copyright: The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://Creativecommons.org/licenses/by-nc/4.0/) which permits unrestricted noncommercial use, distribution, and reproduction in any medium, provided the original work is properly cited.","Customer experience; Delivery optimization; E-commerce logistics; E-payment; Last-mile delivery","","Article","Final","","Scopus","2-s2.0-105008775185"
"Gao H.; Zhou S.","Gao, Huaqi (58242663500); Zhou, Shunke (58241990300)","58242663500; 58241990300","A Survey of Explainable E-Commerce Recommender Systems","2022","Proceedings - 2022 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2022","","","","723","730","3","10.1109/WI-IAT55865.2022.00115","https://www.scopus.com/pages/publications/85158862892?origin=resultslist","Since the growing information overload has become more and more serious on the Web, especially in the field of e-commerce. The explainable recommender system plays a crucial role in providing users with explanations of recommendations to enhance customer satisfaction and loyalty. In recent years, various explainable recommender approaches have been proposed and applied in e-commerce. This survey will review the development of explainable recommender systems, existing methods to generate explainable recommendations, applications in the e-commerce field, and further discuss future directions that can be incorporated and implemented to improve the quality of explainable recommender systems.  © 2022 IEEE.","e-commerce; Recommender System (RS)","Customer satisfaction; Electronic commerce; Customer loyalty; Customers' satisfaction; E- commerces; E-commerce recommender system; Information overloads; Recommende system; Recommender systems","Conference paper","Final","","Scopus","2-s2.0-85158862892"
